song,artist,song_clean,artist_clean
The Boy Is Mine,Glee Cast,The Boy Is Mine,Glee Cast
Lady Is A Tramp,Glee Cast,Lady Is A Tramp,Glee Cast
I'm Single,Lil Wayne,I'm Single,Lil Wayne
Rose's Turn,Glee Cast,Rose's Turn,Glee Cast
I'm Awesome,Spose,I'm Awesome,Spose
Gypsy,Shakira,Gypsy,Shakira
Fistful Of Tears,Maxwell,Fistful Of Tears,Maxwell
All I Ever Wanted,Kelly Clarkson,All I Ever Wanted,Kelly Clarkson
Sexy Chick,David Guetta Featuring Akon,Sexy Chick,David Guetta
Run Joey Run,Glee Cast Featuring Jonathan Groff,Run Joey Run,Glee Cast
Ice Ice Baby,Glee Cast,Ice Ice Baby,Glee Cast
Hillbilly Bone,Blake Shelton Featuring Trace Adkins,Hillbilly Bone,Blake Shelton
Physical,Glee Cast Featuring Olivia Newton-John,Physical,Glee Cast
U Can't Touch This,Glee Cast,U Can't Touch This,Glee Cast
Temporary Home,Carrie Underwood,Temporary Home,Carrie Underwood
When I Look At You,Miley Cyrus,When I Look At You,Miley Cyrus
All Or Nothing,Theory Of A Deadman,All Or Nothing,Theory Of A Deadman
Give Me A Sign (Forever And Ever),Breaking Benjamin,Give Me A Sign,Breaking Benjamin
How Low,Ludacris,How Low,Ludacris
One Less Bell To Answer / A House Is Not A Home,Glee Cast Featuring Kristin Chenoweth,One Less Bell To Answer / A House Is Not A Home,Glee Cast
Beautiful,Glee Cast,Beautiful,Glee Cast
Fire,Glee Cast Featuring Kristin Chenoweth,Fire,Glee Cast
A House Is Not A Home,Glee Cast,A House Is Not A Home,Glee Cast
Home,Glee Cast Featuring Kristin Chenoweth,Home,Glee Cast
Halfway There,Big Time Rush,Halfway There,Big Time Rush
'Til Summer Comes Around,Keith Urban,'Til Summer Comes Around,Keith Urban
Like A Prayer,Glee Cast Featuring Jonathan Groff,Like A Prayer,Glee Cast
Love King,The-Dream,Love King,The-Dream
New Morning,Alpha Rev,New Morning,Alpha Rev
According To You,Orianthi,According To You,Orianthi
Heartbreak Warfare,John Mayer,Heartbreak Warfare,John Mayer
Halfway Gone,Lifehouse,Halfway Gone,Lifehouse
Bet I,B.o.B Featuring T.I. & Playboy Tre,Bet I,B.o.B
Borderline / Open Your Heart,Glee Cast,Borderline / Open Your Heart,Glee Cast
Lemonade,Gucci Mane,Lemonade,Gucci Mane
Like A Virgin,Glee Cast,Like A Virgin,Glee Cast
4 Minutes,Glee Cast,4 Minutes,Glee Cast
Still,Tim McGraw,Still,Tim McGraw
Gives You Hell,Glee Cast,Gives You Hell,Glee Cast
I Am,Mary J. Blige,I Am,Mary J. Blige
O Let's Do It,Waka Flocka Flame,O Let's Do It,Waka Flocka Flame
Sex Therapy,Robin Thicke,Sex Therapy,Robin Thicke
Hello,Glee Cast Featuring Jonathan Groff,Hello,Glee Cast
Hello Goodbye,Glee Cast,Hello Goodbye,Glee Cast
Life After You,Daughtry,Life After You,Daughtry
"Hello, I Love You",Glee Cast,"Hello, I Love You",Glee Cast
Fearless,Taylor Swift,Fearless,Taylor Swift
All The Way Turnt Up,Roscoe Dash Featuring Soulja Boy Tell'em,All The Way Turnt Up,Roscoe Dash
Just Breathe,Pearl Jam,Just Breathe,Pearl Jam
On To The Next One,Jay-Z + Swizz Beatz,On To The Next One,Jay-Z + Swizz Beatz
That's How Country Boys Roll,Billy Currington,That's How Country Boys Roll,Billy Currington
Replay,Iyaz,Replay,Iyaz
Tie Me Down,New Boyz Featuring Ray J,Tie Me Down,New Boyz
Don't Let Me Fall,B.o.B,Don't Let Me Fall,B.o.B
"Women Lie, Men Lie",Yo Gotti Featuring Lil Wayne,"Women Lie, Men Lie",Yo Gotti
Shots,LMFAO Featuring Lil Jon,Shots,LMFAO
4 My Town (Play Ball),Birdman Featuring Drake & Lil Wayne,4 My Town,Birdman
Empire State Of Mind,Jay-Z + Alicia Keys,Empire State Of Mind,Jay-Z + Alicia Keys
Down,Jay Sean Featuring Lil Wayne,Down,Jay Sean
You Belong With Me,Taylor Swift,You Belong With Me,Taylor Swift
Someday,Rob Thomas,Someday,Rob Thomas
Hard,Rihanna Featuring Jeezy,Hard,Rihanna
Try Sleeping With A Broken Heart,Alicia Keys,Try Sleeping With A Broken Heart,Alicia Keys
One Day,Matisyahu,One Day,Matisyahu
It Kills Me,Melanie Fiona,It Kills Me,Melanie Fiona
Why Don't We Just Dance,Josh Turner,Why Don't We Just Dance,Josh Turner
Reverse Cowgirl,T-Pain,Reverse Cowgirl,T-Pain
I Wanna Rock,Snoop Dogg,I Wanna Rock,Snoop Dogg
Soldier Of Love,Sade,Soldier Of Love,Sade
That Should Be Me,Justin Bieber,That Should Be Me,Justin Bieber
Fireflies,Owl City,Fireflies,Owl City
Whatcha Say,Jason Derulo,Whatcha Say,Jason Derulo
Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,Do You Remember,Jay Sean
More,Usher,More,Usher
The Truth,Jason Aldean,The Truth,Jason Aldean
Make A Wave,Disney's Friends For Change,Make A Wave,Disney's Friends For Change
American Saturday Night,Brad Paisley,American Saturday Night,Brad Paisley
Alice,Avril Lavigne,Alice,Avril Lavigne
Cryin' Like A Bitch!,Godsmack,Cryin' Like A Bitch!,Godsmack
Ain't Leavin Without You,Jaheim,Ain't Leavin Without You,Jaheim
1901,Phoenix,1901,Phoenix
Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,Two Is Better Than One,Boys Like Girls
If You Only Knew,Shinedown,If You Only Knew,Shinedown
History In The Making,Darius Rucker,History In The Making,Darius Rucker
Driving Me Crazy,Sam Adams,Driving Me Crazy,Sam Adams
Feel It,Three 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,Feel It,Three 6 Mafia
Never Let You Go,Justin Bieber,Never Let You Go,Justin Bieber
Ooh Baby,Mario,Ooh Baby,Mario
We Are The World 25: For Haiti,Artists For Haiti,We Are The World 25: For Haiti,Artists For Haiti
Vanilla Twilight,Owl City,Vanilla Twilight,Owl City
Let It Be,Kris Allen,Let It Be,Kris Allen
My Best Days Are Ahead Of Me,Danny Gokey,My Best Days Are Ahead Of Me,Danny Gokey
I Invented Sex,Trey Songz Featuring Drake,I Invented Sex,Trey Songz
Follow Me Down                ,3OH!3 Featuring Neon Hitch,Follow Me Down,3OH!3
Shut It Down,Pitbull Featuring Akon,Shut It Down,Pitbull
Knockout,Lil Wayne Featuring Nicki Minaj,Knockout,Lil Wayne
Already Gone,Kelly Clarkson,Already Gone,Kelly Clarkson
Use Somebody,Kings Of Leon,Use Somebody,Kings Of Leon
Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",Forever,Drake
Meet Me Halfway,The Black Eyed Peas,Meet Me Halfway,The Black Eyed Peas
Paparazzi,Lady Gaga,Paparazzi,Lady Gaga
Cryin' For Me (Wayman's Song),Toby Keith,Cryin' For Me,Toby Keith
White Liar,Miranda Lambert,White Liar,Miranda Lambert
Pants On The Ground,General Larry Platt,Pants On The Ground,General Larry Platt
Gangsta Luv,Snoop Dogg Featuring The-Dream,Gangsta Luv,Snoop Dogg
Rain,Creed,Rain,Creed
Didn't You Know How Much I Loved You,Kellie Pickler,Didn't You Know How Much I Loved You,Kellie Pickler
Party In The U.S.A.,Miley Cyrus,Party In The U.S.A.,Miley Cyrus
Hero,Christopher Wilde,Hero,Christopher Wilde
Hallelujah (Vancouver Winter 2010 Version),k.d. lang,Hallelujah,k.d. lang
3,Britney Spears,3,Britney Spears
Money To Blow,Birdman Featuring Lil Wayne & Drake,Money To Blow,Birdman
StarStruck,Christopher Wilde,StarStruck,Christopher Wilde
Something About The Sunshine  ,Christopher Wilde & Anna Margaret,Something About The Sunshine,Christopher Wilde
Southern Voice,Tim McGraw,Southern Voice,Tim McGraw
Never Gonna Be Alone,Nickelback,Never Gonna Be Alone,Nickelback
Up Out My Face,Mariah Carey Featuring Nicki Minaj,Up Out My Face,Mariah Carey
I Wanna Make You Close Your Eyes,Dierks Bentley,I Wanna Make You Close Your Eyes,Dierks Bentley
I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,I Can Transform Ya,Chris Brown
Spotlight,Gucci Mane Featuring Usher,Spotlight,Gucci Mane
You And Me,Dave Matthews Band,You And Me,Dave Matthews Band
Set The Fire To The Third Bar,Snow Patrol Featuring Martha Wainwright,Set The Fire To The Third Bar,Snow Patrol
Evacuate The Dancefloor,Cascada,Evacuate The Dancefloor,Cascada
Sweet Dreams,Beyonce,Sweet Dreams,Beyonce
Bridge Over Troubled Water    ,Mary J. Blige & Andrea Bocelli,Bridge Over Troubled Water,Mary J. Blige
F**k Today,Lil Wayne Featuring Gudda,F**k Today,Lil Wayne
Hallelujah,Justin Timberlake & Matt Morris Featuring Charlie Sexton,Hallelujah,Justin Timberlake
Who I Am,Nick Jonas & The Administration,Who I Am,Nick Jonas
American Star,Lil Wayne Featuring Shanell AKA SNL,American Star,Lil Wayne
Consider Me Gone,Reba,Consider Me Gone,Reba
Major Tom,Shiny Toy Guns,Major Tom,Shiny Toy Guns
Fallin' For You,Colbie Caillat,Fallin' For You,Colbie Caillat
Lean On Me,"Sheryl Crow, Kid Rock & Keith Urban",Lean On Me,Sheryl Crow
Cowboy Casanova,Carrie Underwood,Cowboy Casanova,Carrie Underwood
Breathless,Taylor Swift,Breathless,Taylor Swift
Stranded (Haiti Mon Amour),"Jay-Z, Bono, The Edge & Rihanna",Stranded,Jay-Z
One Less Lonely Girl,Justin Bieber,One Less Lonely Girl,Justin Bieber
My City Of Ruins (Live From The Kennedy Center Honors),Eddie Vedder,My City Of Ruins,Eddie Vedder
Eight Second Ride,Jake Owen,Eight Second Ride,Jake Owen
Papers,Usher,Papers,Usher
Let It Be,Jennifer Hudson Featuring The Roots,Let It Be,Jennifer Hudson
Hurry Home,Jason Michael Carroll,Hurry Home,Jason Michael Carroll
Fifteen,Taylor Swift,Fifteen,Taylor Swift
Uprising,Muse,Uprising,Muse
Redemption Song,Rihanna,Redemption Song,Rihanna
Break,Three Days Grace,Break,Three Days Grace
Crawl,Chris Brown,Crawl,Chris Brown
Baby By Me,50 Cent Featuring Ne-Yo,Baby By Me,50 Cent
Give It Up To Me,Shakira Featuring Lil Wayne,Give It Up To Me,Shakira
Russian Roulette,Rihanna,Russian Roulette,Rihanna
Ready To Love Again,Lady Antebellum,Ready To Love Again,Lady Antebellum
Do I,Luke Bryan,Do I,Luke Bryan
I Will Not Bow,Breaking Benjamin,I Will Not Bow,Breaking Benjamin
Hot Mess,Cobra Starship,Hot Mess,Cobra Starship
One Time,Justin Bieber,One Time,Justin Bieber
Red Light,David Nail,Red Light,David Nail
Love This Pain,Lady Antebellum,Love This Pain,Lady Antebellum
I'm Going In,Drake Featuring Lil Wayne & Young Jeezy,I'm Going In,Drake
Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,Gucci Mane
Body Language,Jesse McCartney Featuring T-Pain,Body Language,Jesse McCartney
Bad Habits,Maxwell,Bad Habits,Maxwell
Run This Town,"Jay-Z, Rihanna & Kanye West",Run This Town,Jay-Z
Funhouse,P!nk,Funhouse,P!nk
Drop It Low,Ester Dean Featuring Chris Brown,Drop It Low,Ester Dean
Gettin' You Home,Chris Young,Gettin' You Home,Chris Young
(If You're Wondering If I Want You To) I Want You To,Weezer, I Want You To,Weezer
Music Box,Eminem,Music Box,Eminem
Love Me,Justin Bieber,Love Me,Justin Bieber
Falling Down,Selena Gomez & The Scene,Falling Down,Selena Gomez
Bonfire,Craig Morgan,Bonfire,Craig Morgan
Video Phone,Beyonce Featuring Lady Gaga,Video Phone,Beyonce
Kings And Queens,Thirty Seconds To Mars,Kings And Queens,Thirty Seconds To Mars
Hell Breaks Loose,Eminem Featuring Dr. Dre,Hell Breaks Loose,Eminem
Empire State Of Mind (Part II) Broken Down,Alicia Keys,Empire State Of Mind Broken Down,Alicia Keys
Elevator,Eminem,Elevator,Eminem
On Fire,Lil Wayne,On Fire,Lil Wayne
I Get It In,Omarion Featuring Gucci Mane,I Get It In,Omarion
My Life Would Suck Without You,Glee Cast,My Life Would Suck Without You,Glee Cast
Don't Rain On My Parade,Glee Cast,Don't Rain On My Parade,Glee Cast
You Can't Always Get What You Want,Glee Cast,You Can't Always Get What You Want,Glee Cast
This Is War,Thirty Seconds To Mars,This Is War,Thirty Seconds To Mars
What I Do,Chris Brown Featuring Plies,What I Do,Chris Brown
Last Christmas,Glee Cast,Last Christmas,Glee Cast
And I Am Telling You I'm Not Going,Glee Cast,And I Am Telling You I'm Not Going,Glee Cast
Twang,George Strait,Twang,George Strait
Toes,Zac Brown Band,Toes,Zac Brown Band
Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,Say Hey,Michael Franti
Morning After Dark,Timbaland Featuring Nelly Furtado & SoShy,Morning After Dark,Timbaland
I'm Alive,Kenny Chesney With Dave Matthews,I'm Alive,Kenny Chesney
Happy,Leona Lewis,Happy,Leona Lewis
Imma Star (Everywhere We Are),Jeremih,Imma Star,Jeremih
Who Says,John Mayer,Who Says,John Mayer
Wheels,Foo Fighters,Wheels,Foo Fighters
All I Ask For Anymore,Trace Adkins,All I Ask For Anymore,Trace Adkins
Regret,LeToya Featuring Ludacris,Regret,LeToya
She Wolf,Shakira,She Wolf,Shakira
Obsessed,Mariah Carey,Obsessed,Mariah Carey
For Your Entertainment,Adam Lambert,For Your Entertainment,Adam Lambert
I Dreamed A Dream,Susan Boyle,I Dreamed A Dream,Susan Boyle
True Colors,Glee Cast,True Colors,Glee Cast
Imagine,Glee Cast,Imagine,Glee Cast
Speechless,Lady Gaga,Speechless,Lady Gaga
It's Your Life,Francesca Battistelli,It's Your Life,Francesca Battistelli
Doesn't Mean Anything,Alicia Keys,Doesn't Mean Anything,Alicia Keys
We Weren't Born To Follow,Bon Jovi,We Weren't Born To Follow,Bon Jovi
Wild Horses,Susan Boyle,Wild Horses,Susan Boyle
Break Up,Mario Featuring Gucci Mane & Sean Garrett,Break Up,Mario
Hotel Room Service,Pitbull,Hotel Room Service,Pitbull
Lean On Me,Glee Cast,Lean On Me,Glee Cast
Don't Stand So Close To Me / Young Girl,Glee Cast,Don't Stand So Close To Me / Young Girl,Glee Cast
I'll Stand By You,Glee Cast,I'll Stand By You,Glee Cast
Defying Gravity,Glee Cast,Defying Gravity,Glee Cast
Endless Love,Glee Cast,Endless Love,Glee Cast
Down To Earth,Justin Bieber,Down To Earth,Justin Bieber
5 Star,Yo Gotti,5 Star,Yo Gotti
Only You Can Love Me This Way,Keith Urban,Only You Can Love Me This Way,Keith Urban
Welcome To The Future,Brad Paisley,Welcome To The Future,Brad Paisley
Bigger,Justin Bieber,Bigger,Justin Bieber
The Invitation,50 Cent,The Invitation,50 Cent
First Dance,Justin Bieber Featuring Usher,First Dance,Justin Bieber
Love Drunk,Boys Like Girls,Love Drunk,Boys Like Girls
Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,Good Girls Go Bad,Cobra Starship
Good Life,OneRepublic,Good Life,OneRepublic
Favorite Girl,Justin Bieber,Favorite Girl,Justin Bieber
Successful,Drake Featuring Trey Songz & Lil Wayne,Successful,Drake
Whatever You Like,Anya Marina,Whatever You Like,Anya Marina
God In Me,"Mary Mary Featuring Kierra ""KiKi"" Sheard",God In Me,Mary Mary
Jump Then Fall,Taylor Swift,Jump Then Fall,Taylor Swift
American Ride,Toby Keith,American Ride,Toby Keith
Undertow,Timbaland Featuring The Fray & Esthero,Undertow,Timbaland
Throw It In The Bag,Fabolous Featuring The-Dream,Throw It In The Bag,Fabolous
21 Guns,Green Day,21 Guns,Green Day
Untouchable,Taylor Swift,Untouchable,Taylor Swift
Starstrukk,3OH!3 Featuring Katy Perry,Starstrukk,3OH!3
Number One,R. Kelly Featuring Keri Hilson,Number One,R. Kelly
Face Drop,Sean Kingston,Face Drop,Sean Kingston
Ain't No Rest For The Wicked,Cage The Elephant,Ain't No Rest For The Wicked,Cage The Elephant
The Other Side Of The Door,Taylor Swift,The Other Side Of The Door,Taylor Swift
Runaway,Love And Theft,Runaway,Love
Forever & Always,Taylor Swift,Forever & Always,Taylor Swift
Superstar,Taylor Swift,Superstar,Taylor Swift
Come In With The Rain,Taylor Swift,Come In With The Rain,Taylor Swift
Be On You,Flo Rida Featuring Ne-Yo,Be On You,Flo Rida
La La La,LMFAO,La La La,LMFAO
Under,Pleasure P,Under,Pleasure P
Good Morning,Chamillionaire,Good Morning,Chamillionaire
You're A Jerk,New Boyz,You're A Jerk,New Boyz
Sweet Caroline,Glee Cast,Sweet Caroline,Glee Cast
I Know You Want Me (Calle Ocho),Pitbull,I Know You Want Me,Pitbull
Boom Boom Pow,The Black Eyed Peas,Boom Boom Pow,The Black Eyed Peas
Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,Knock You Down,Keri Hilson
Big Green Tractor,Jason Aldean,Big Green Tractor,Jason Aldean
Time For Miracles,Adam Lambert,Time For Miracles,Adam Lambert
Never Say Never,The Fray,Never Say Never,The Fray
Take Your Shirt Off,T-Pain,Take Your Shirt Off,T-Pain
LOL :-),Trey Songz Featuring Gucci Mane & Soulja Boy Tell'em,LOL :-),Trey Songz
Bust A Move,Glee Cast,Bust A Move,Glee Cast
Honky Tonk Stomp,Brooks & Dunn Featuring Billy Gibbons,Honky Tonk Stomp,Brooks
I Want To Know What Love Is,Mariah Carey,I Want To Know What Love Is,Mariah Carey
Best I Ever Had,Drake,Best I Ever Had,Drake
No Surprise,Daughtry,No Surprise,Daughtry
Keep Holding On,Glee Cast,Keep Holding On,Glee Cast
No Air,Glee Cast,No Air,Glee Cast
Small Town USA,Justin Moore,Small Town USA,Justin Moore
It's My Life / Confessions Part II,Glee Cast,It's My Life / Confessions Part II,Glee Cast
Nobody,Wonder Girls,Nobody,Wonder Girls
Chances,Five For Fighting,Chances,Five For Fighting
Halo / Walking On Sunshine,Glee Cast,Halo / Walking On Sunshine,Glee Cast
Hell Of A Life,T.I.,Hell Of A Life,T.I.
Notion,Kings Of Leon,Notion,Kings Of Leon
Battlefield,Jordin Sparks,Battlefield,Jordin Sparks
Please Don't Leave Me,P!nk,Please Don't Leave Me,P!nk
Ice Cream Paint Job,Dorrough,Ice Cream Paint Job,Dorrough
Somebody To Love,Glee Cast,Somebody To Love,Glee Cast
Love Your Love The Most,Eric Church,Love Your Love The Most,Eric Church
Sounds Like Life To Me,Darryl Worley,Sounds Like Life To Me,Darryl Worley
The Fixer,Pearl Jam,The Fixer,Pearl Jam
I'm In Miami Trick,LMFAO,I'm In Miami Trick,LMFAO
Check My Brain,Alice In Chains,Check My Brain,Alice In Chains
Waking Up In Vegas,Katy Perry,Waking Up In Vegas,Katy Perry
Pretty Wings,Maxwell,Pretty Wings,Maxwell
Alone,Glee Cast Featuring Kristin Chenoweth,Alone,Glee Cast
Her Diamonds,Rob Thomas,Her Diamonds,Rob Thomas
New Divide,Linkin Park,New Divide,Linkin Park
Careful,Paramore,Careful,Paramore
Maybe This Time,Glee Cast Featuring Kristin Chenoweth,Maybe This Time,Glee Cast
Living For The Night,George Strait,Living For The Night,George Strait
I'll Just Hold On,Blake Shelton,I'll Just Hold On,Blake Shelton
Boots On,Randy Houser,Boots On,Randy Houser
Trust,Keyshia Cole Duet With Monica,Trust,Keyshia Cole Duet
Fire Burning,Sean Kingston,Fire Burning,Sean Kingston
I'm Yours,Jason Mraz,I'm Yours,Jason Mraz
Taking Chances,Glee Cast,Taking Chances,Glee Cast
Alright,Darius Rucker,Alright,Darius Rucker
Ego,Beyonce,Ego,Beyonce
The One,Mary J. Blige Featuring Drake,The One,Mary J. Blige
I Wanna,The All-American Rejects,I Wanna,The All-American Rejects
Summer Nights,Rascal Flatts,Summer Nights,Rascal Flatts
Pursuit Of Happiness (Nightmare),Kid Cudi Featuring MGMT & Ratatat,Pursuit Of Happiness,Kid Cudi
Poker Face,Lady Gaga,Poker Face,Lady Gaga
Every Girl,Young Money,Every Girl,Young Money
I Look To You,Whitney Houston,I Look To You,Whitney Houston
Make Her Say,Kid Cudi Featuring Kanye West & Common,Make Her Say,Kid Cudi
Come Back To Me,David Cook,Come Back To Me,David Cook
Last Chance,Ginuwine,Last Chance,Ginuwine
Closer To Love,Mat Kearney,Closer To Love,Mat Kearney
LoveGame,Lady Gaga,LoveGame,Lady Gaga
The Climb,Miley Cyrus,The Climb,Miley Cyrus
Take A Bow,Glee Cast,Take A Bow,Glee Cast
People Are Crazy,Billy Currington,People Are Crazy,Billy Currington
Barefoot And Crazy,Jack Ingram,Barefoot And Crazy,Jack Ingram
Send It On,Disney's Friends For Change,Send It On,Disney's Friends For Change
She Is Love,Parachute,She Is Love,Parachute
Shake My,Three 6 Mafia Featuring Kalenna,Shake My,Three 6 Mafia
Wetter (Calling You Daddy),Twista Featuring Erika Shevon,Wetter,Twista
Joey,Sugarland,Joey,Sugarland
It's A Business Doing Pleasure With You,Tim McGraw,It's A Business Doing Pleasure With You,Tim McGraw
Second Chance,Shinedown,Second Chance,Shinedown
Wild At Heart,Gloriana,Wild At Heart,Gloriana
I Need A Girl,Trey Songz,I Need A Girl,Trey Songz
Million Dollar Bill,Whitney Houston,Million Dollar Bill,Whitney Houston
Not Meant To Be,Theory Of A Deadman,Not Meant To Be,Theory Of A Deadman
So Fine,Sean Paul,So Fine,Sean Paul
Overcome,Creed,Overcome,Creed
Magic,Selena Gomez,Magic,Selena Gomez
Out Last Night,Kenny Chesney,Out Last Night,Kenny Chesney
Radar,Britney Spears,Radar,Britney Spears
Chillin,Wale Featuring Lady Gaga,Chillin,Wale
Awake And Alive,Skillet,Awake And Alive,Skillet
Birthday Sex,Jeremih,Birthday Sex,Jeremih
Halo,Beyonce,Halo,Beyonce
Don't Trust Me,3OH!3,Don't Trust Me,3OH!3
Wanted,Jessie James,Wanted,Jessie James
Best Days Of Your Life,Kellie Pickler,Best Days Of Your Life,Kellie Pickler
Jump,Flo Rida Featuring Nelly Furtado,Jump,Flo Rida
Here We Go Again,Demi Lovato,Here We Go Again,Demi Lovato
Hush Hush,The Pussycat Dolls Featuring Nicole Scherzinger,Hush Hush,The Pussycat Dolls
Sound Of Madness,Shinedown,Sound Of Madness,Shinedown
When Love Takes Over,David Guetta Featuring Kelly Rowland,When Love Takes Over,David Guetta
If Today Was Your Last Day,Nickelback,If Today Was Your Last Day,Nickelback
You Found Me,The Fray,You Found Me,The Fray
Love Story,Taylor Swift,Love Story,Taylor Swift
Sideways,Dierks Bentley,Sideways,Dierks Bentley
I Do Not Hook Up,Kelly Clarkson,I Do Not Hook Up,Kelly Clarkson
Daylight,Matt And Kim,Daylight,Matt
Show Me What I'm Looking For,Carolina Liar,Show Me What I'm Looking For,Carolina Liar
That's Not My Name,The Ting Tings,That's Not My Name,The Ting Tings
I Run To You,Lady Antebellum,I Run To You,Lady Antebellum
Celebration,Madonna,Celebration,Madonna
Goodbye,Kristinia DeBarge,Goodbye,Kristinia DeBarge
Digital Girl,"Jamie Foxx Featuring Drake, Kanye West + The-Dream",Digital Girl,Jamie Foxx
Remember Me,T.I. Featuring Mary J. Blige,Remember Me,T.I.
He Could Be The One,Hannah Montana,He Could Be The One,Hannah Montana
D.O.A. (Death Of Auto-Tune),JAY-Z,D.O.A.,JAY-Z
Then,Brad Paisley,Then,Brad Paisley
Always Strapped,Birdman Featuring Lil Wayne,Always Strapped,Birdman
